time,pitch,force,vel_a,vel_b
1776095458.0142887,,,0.0,0.0
1776095458.0168304,,,0.0,0.0
1776095458.01932,,,0.0,0.0
1776095458.0218282,,,0.0,0.0
1776095458.0243123,,,0.0,0.0
1776095458.0268562,,,0.0,0.0
1776095458.0296345,,,0.0,0.0
1776095458.0318322,,,0.0,0.0
1776095458.0343034,,,0.0,0.0
1776095458.0368047,,,0.0,0.0
1776095458.0392947,,,0.0,0.0
1776095458.0418262,,,0.0,0.0
1776095458.0443366,,,0.0,0.0
1776095458.0468254,,,0.0,0.0
1776095458.0493019,,,0.0,0.0
1776095458.0518315,,,0.0,0.0
1776095458.0543363,,,0.0,0.0
1776095458.0568159,,,0.0,0.0
1776095458.0592945,,,0.0,0.0
1776095458.0618029,,,0.0,0.0
1776095458.0642855,,,0.0,0.0
1776095458.0668006,,,0.0,0.0
1776095458.069286,,,0.0,0.0
1776095458.0718296,,,0.0,0.0
1776095458.074289,,,0.0,0.0
1776095458.0768318,,,0.0,0.0
1776095458.0793076,,,0.0,0.0
1776095458.0818248,,,0.0,0.0
1776095458.0843098,,,0.0,0.0
1776095458.0868366,,,0.0,0.0
1776095458.089296,,,0.0,0.0
1776095458.0918071,,,0.0,0.0
1776095458.094318,,,0.0,0.0
1776095458.0968122,,,0.0,0.0
1776095458.0992985,,,0.0,0.0
1776095458.101798,,,0.0,0.0
1776095458.1043181,,,0.0,0.0
